comment,date,support_number,user,hateful
调解，警察都是这样滴！他们也嫌麻烦多一事不如少一事，你俩握手言和更好呗！,今天 19:43 来自网页    ,0,亦施恩,0
就不會尊重女仕的嗎？,今天 19:42 来自网页    ,0,Riku阿酱,0
这个调解得好,今天 19:41 来自网页    ,0,庆小宝的朵朵,0
这叫聊天？告他性骚扰啊。,今天 19:40 来自网页    ,0,MrSimpleeeee,0
该,今天 19:40 来自网页    ,0,叽哩喀嚓,0
有点舒服,今天 19:39 来自网页    ,0,anjeena,0
这真的活该,今天 19:37 来自网页    ,0,天高地迥觉宇宙之无穷2019,0
怎么没扎死,今天 19:37 来自网页    ,0,茉莉群芳,0
这种男的，该！,今天 19:36 来自网页    ,0,李葱的耳机,0
应该把男的拘留几天，语言暴力不用负责？？？,今天 19:33 来自网页    ,0,带着小萌去圆梦,0
憨批活该,今天 19:33 来自网页    ,0,七分热儿,0
这仨男的真贱。,今天 19:32 来自网页    ,0,王伙子的pupy,0
臭流氓,今天 19:31 来自网页    ,0,卫慕贞,0
熟识？？？？,今天 19:30 来自网页    ,0,我姑酌彼兕觥_510,0
垃圾就该待在,今天 19:30 来自网页    ,0,吃叭_,0
真的活该,今天 19:30 来自网页    ,0,_陳文傑JaCye,0
我能说活该吗？，现在男的咋这么不要脸，真的失望透顶,今天 19:30 来自网页    ,0,12345糖果爱,0
这三个臭吊以后就长记性了吧,今天 19:29 来自网页    ,0,哎啦吧啦呸噜嗖呐,0
达成调解？前几天看新闻不是说死了吗,今天 19:28 来自网页    ,1,吉姆巴斯丶,0
调笑。熟识。呵,今天 19:27 来自网页    ,0,皮卡皮卡皮卡biu_,0
死不足惜,今天 19:27 来自网页    ,0,Captain_魁,0
活该,今天 19:26 来自网页    ,0,咕噜咕噜猫小姐,0
活该!,今天 19:26 来自网页    ,0,锦绣汪铭,0
还调解？该！,今天 19:26 来自网页    ,0,沧海一栗6150399701,0
寻衅滋事,今天 19:25 来自网页    ,0,快到碗里来llll,0
这男的真的贱，活该,今天 19:25 来自网页    ,0,蠢蠢蠢的西瓜,0
按法律，语言上也算骚扰的！,今天 19:25 来自网页    ,0,雾落孤凇,0
轻微伤倒地上装什么死,今天 19:25 来自网页    ,1,漫漫Emma,0
这几个人留着早晚也是祸害,今天 19:24 来自网页    ,1,乐图,0
真的很討厭這樣，明明就是性騷擾，嘻嘻哈哈大笑覺得自己只是開玩笑。視頻內說只是破皮流血……想必當時那個男的也是假扮暈在地上。被性騷擾還要被辭退，太難了。,今天 19:24 来自网页    ,2,卧鱼nya,0
很遗憾，没有戳瞎他的眼睛,今天 19:23 来自网页    ,0,Dr_MasahiroStrange,0
我看第一遍以为剪刀2个尖尖刚好戳到2颗蛋蛋、,今天 19:23 来自网页    ,0,许宜涵,0
17岁哎？32岁调戏未成年啊我靠！辣妹子好样的！,今天 19:23 来自网页    ,0,姓陶的陶疯疯,0
这种也调解吗？,今天 19:23 来自网页    ,0,麦斯威尔不能给小猫咪喝,0
好气啊！如果是我，我估计就直接捅了！,今天 19:21 来自网页    ,0,既死魄_蟹黄小汤包,0
在我看来，不尊重别人，哪怕你被杀死了也是活该。,今天 19:21 来自网页    ,0,Dr_MasahiroStrange,0
这他妈不是贱的么，怎么不戳死他,今天 19:20 来自网页    ,1,黄花鱼zz,0
这是调戏妇女啊。什么熟识？恶不恶臭？ 就该把这男的拉去游街。,今天 19:19 来自网页    ,11,我叫Line,0
活该,今天 19:18 来自网页    ,0,多嘻圆,0
剪刀是神器！,今天 19:18 来自网页    ,0,汝瓷如玉,0
法律在哪？难道不是寻衅滋事罪?  扯淡，居然还能调解，这是鼓励犯罪吧,今天 19:18 来自网页    ,7,吉卡乐悦跑联盟,0
一,今天 19:18 来自网页    ,0,滚72660,0
为什么不行构成性骚扰。女方正当防卫,今天 19:16 来自网页    ,0,天之痕74,0
调笑尼玛呢？这就是性骚扰好吗？？三个不知廉耻的流氓！他们爸枇杷树熟了吗？！,今天 19:15 来自网页    ,0,堂堂唐狗,0
活该！蛆！,今天 19:15 来自网页    ,0,陈喜庆,1
调泥马解啊,今天 19:15 来自网页    ,7,化雪的冷,0
为什么要调解，扎死好了,今天 19:15 来自网页    ,0,手机用户欠缺伴耂,0
 你看看，调笑？？？？？？？呵呵,今天 19:15 来自网页    ,0,Kirsten_啊哈,0
男的要是这都“不依不饶”，真的是“开不起玩笑”。不就扔个剪子么，又不会少块肉～,今天 19:14 来自网页    ,1,宝沁since,0
我觉得不是戳，是扔过去而已，可能手边最趁手的就是它吧，也或许其他东西太不具备威胁，无法保护自己。,今天 19:14 来自网页    ,0,雷雷_一见子文误终身,0
用猥亵更确切吧……,今天 19:14 来自网页    ,13,五间房村民,0
该,今天 19:14 来自网页    ,0,LookingForNorthernLights,0
三低男。低学历，低收入，低社会地位。,今天 19:12 来自网页    ,0,允佳1984,0
这几个男的是附近干保安的，不知道业主知道了放不放心,今天 19:12 来自网页    ,0,pidi飞飞,0
强调熟识是什么意思？熟识就不是骚扰 就可以说成“调笑”了吗？你看她笑了吗？,今天 19:12 来自网页    ,0,给你大嘴霸子,0
呵呵，怕不是对熟识二字有什么误解,今天 19:11 来自网页    ,0,社会我蹊哥,0
这几个男的也太不要脸了。明摆是骚扰，被破头是他活该！他就是欠打！他这是自找的，还和解？难道还要追究女店员的责任？那法律不是要保护坏人吗？,今天 19:11 来自网页    ,0,柔ia,0
这种人法律都不管他们？,今天 19:11 来自网页    ,0,小鹿芭芘,0
不应该是男的因为性骚扰被抓起来吗？为什么每次警察叔叔出来都是调解呢？,今天 19:11 来自网页    ,1,Hi-小涌哥,0
真是活该，不作不死。,今天 19:10 来自网页    ,2,家中一霸,0
曝光这几个男的,今天 19:10 来自网页    ,1,天佑我双子,0
该女子非常强大！！点赞！,今天 19:09 来自网页    ,0,挖出来拿去喂狗,0
 新聞来了,今天 19:09 来自网页    ,0,Mr喵miao,0
性骚扰女性，活该,今天 19:08 来自网页    ,0,dream201411,0
怎么不砸到眼睛！,今天 19:07 来自网页    ,0,你从前面右转第二排架上就有了_,0
活该被砸,今天 19:07 来自网页    ,0,vivianjuanziwa,0
“熟识”不是性骚扰的理由,今天 19:06 来自网页    ,0,KINGASKWEST-,0
h,今天 19:06 来自网页    ,0,野火烧不烧的尽,0
没手雷嘛,今天 19:06 来自网页    ,0,传祺星娱乐,0
活该   不要脸,今天 19:06 来自网页    ,0,yoyo丽娜,0
应该戳他下面，渣渣,今天 19:06 来自网页    ,0,给我取个名字喽,0
调解……,今天 19:05 来自网页    ,0,foDDYY,0
玩笑不能乱开……,今天 19:05 来自网页    ,0,pupu-2012,0
这个文配的有问题！ 明摆着是骚扰女性，对于这几个地痞的处理也太轻了吧？应该好好教育他们，净化环境。,今天 19:05 来自网页    ,4,柔ia,0
认识什么样的人，进入什么样的关系，基本能决定80%的生活质量。,今天 19:05 来自网页    ,0,清水心星,0
和解,今天 19:04 来自网页    ,0,孤独跑者RCE,0
咋不打死他  该死,今天 19:04 来自网页    ,0,liunngheart,0
jianren,今天 19:04 来自网页    ,0,袁灿兴,0
这他妈就是个蛆虫,今天 19:03 来自网页    ,0,饮马锡林郭勒盟,1
扎一个洞够吗，,今天 19:03 来自网页    ,0,幸運菲喔,0
活该，,今天 19:03 来自网页    ,0,发现手机黑屏时自己好美----,0
生活中有很多这种低俗人 开口闭口都是这种话 也不看场合的,今天 19:03 来自网页    ,2,一直一直很想你,0
这几个男的真让人瞧不起  打死也活该,今天 19:03 来自网页    ,2,肚子疼得厉害,0
我记得，前几天不是说，这男的死了吗？,今天 19:02 来自网页    ,0,妮子的猫,0
蛆,今天 19:02 来自网页    ,1,借一盏昏黄月光,1
所有的女工作人员 在职场上 多多少少吧 呵呵,今天 19:02 来自网页    ,0,我不知道了我,0
性骚扰=调笑？,今天 19:01 来自网页    ,0,树精鸭,0
干得漂亮,今天 19:01 来自网页    ,0,深海之眸miller,0
那些个男的，真是有妈生，没妈养的,今天 19:01 来自网页    ,0,亿亿可爱,0
呵呵。调解～,今天 19:01 来自网页    ,2,鞍山林夕,0
不应该是流氓罪？,今天 19:00 来自网页    ,0,倾城下雪,0
活该,今天 18:59 来自网页    ,0,雨中有把随风飘的破伞,0
给视频配字幕的那个人，什么叫：与熟识的女店员聊天过程中将其惹恼？这分明就是性骚扰！,今天 18:59 来自网页    ,22,olivia_mu,0
最讨厌的就是调解！回避问题！,今天 18:59 来自网页    ,4,规则执行者,0
瞧瞧，又和稀泥呢,今天 18:59 来自网页    ,0,一桅遥指海天平,0
真的活该！,今天 18:59 来自网页    ,0,1个璐ovo,0
性骚扰，调解结果是啥，那男的跪地叩头24小时都应该好吗,今天 18:58 来自网页    ,3,玛丽和德州巴黎,0
什么“调笑”，明明就是性骚扰，什么“熟识”？哪里看出熟识来的？,今天 18:58 来自网页    ,0,bluemetal的微博,0
神奇的调解,今天 18:58 来自网页    ,0,你是大学生_你先说,0
活该！,今天 18:58 来自网页    ,0,荧西,0
我去，这男的怕是西北地区的艺术哦。,今天 18:57 来自网页    ,0,可爱到掉渣渣的Antony佳,0
这几把男的太心机,今天 18:57 来自网页    ,0,猩红求雨鬼,0
那男的活该自找的，没死也是命大。,今天 18:57 来自网页    ,0,一直可爱的青爹爹,0
什么玩意儿，算性骚扰吧，能抓起来吗这种人,今天 18:57 来自网页    ,7,公子沈小优,0
是调解了，但防人之心不可无。一些无赖 事后可能会报复的（尤其值晚班更要）,今天 18:57 来自网页    ,26,123321123变,0
不是说没了？,今天 18:56 来自网页    ,0,条野太翔鱼,0
这也他妈能和解，我真服了。,今天 18:56 来自网页    ,0,阿丑9252,0
调戏，为什么不抓起来,今天 18:55 来自网页    ,0,醉舞狂歌817,0
猥琐男活该！,今天 18:55 来自网页    ,2,柔性伏特加,0
这男的就是性骚扰啊！不抓紧去关几天吗？？,今天 18:55 来自网页    ,6,rogers_and_maslow,0
要是被猥亵了，可以见证和解吗[笑而不語][笑而不語][笑而不語],今天 18:55 来自网页    ,1,渣男没有基基,0
幸亏不是菜刀,今天 18:55 来自网页    ,0,月巴土它,0
漂亮,今天 18:55 来自网页    ,0,企鹅精选,0
有病！！,今天 18:55 来自网页    ,1,圆圆蔬菜,0
前几天的新闻说死了,今天 18:55 来自网页    ,0,飞雪漪澜,0
业报。,今天 18:54 来自网页    ,0,青衫子弟,0
活该。应该再判三年,今天 18:54 来自网页    ,0,锅里还有不够再添,0
自作孽不可活哦 这是吃饱撑着了,今天 18:53 来自网页    ,1,朋克柳丁,0
嗯，现在骚骚的中了一剪刀,今天 18:53 来自网页    ,10,芬狄诗特,0
活该,今天 18:53 来自网页    ,0,倾城雪775,0
贱格。,今天 18:53 来自网页    ,0,朱小弟乔治,0
这男的分明就是性骚扰，警方可真会和稀泥,今天 18:53 来自网页    ,0,九天揽月1896,0
哪是调笑，分明是调戏。够拘留了,今天 18:53 来自网页    ,0,我在海南岛等你,0
好jian啊,今天 18:53 来自网页    ,0,段段段段啊,0
该,今天 18:53 来自网页    ,0,爱咸蛋黄冰淇淋,0
不是死有余辜吗,今天 18:52 来自网页    ,0,哦大叔,0
干,今天 18:52 来自网页    ,0,时空快车WINHELPER,0
头上的血骚骚的味道,今天 18:52 来自网页    ,1,难得下雨天e,0
和谐,今天 18:52 来自网页    ,1,榭蒋,0
应该扔菜刀 贱男人,今天 18:52 来自网页    ,0,毛小豆xi,0
直接打96144  这种人打120都浪费,今天 18:52 来自网页    ,1,JoinJay,0
熟识？,今天 18:52 来自网页    ,8,啊啵呲嘚丶嘻噫嗞,0
活该哈,今天 18:51 来自网页    ,0,咏巷,0
调个鸡毛，自己治去，觉得亏自己告去呀！垃圾,今天 18:51 来自网页    ,0,山里一棵葱,0
嘴巴臭的下场,今天 18:51 来自网页    ,2,榴莲咪猫,0
为什么要打这么厚的码 脸部漏出来下次才能保护他不被扔剪刀呀,今天 18:51 来自网页    ,0,京dong维权,0
这男的活该,今天 18:50 来自网页    ,1,深巷与沉睡的旧梦,0
扔的挺准的,今天 18:50 来自网页    ,15,春夏之际交好运,0
同伙那句死了也太干脆了,今天 18:50 来自网页    ,6,绝不辜负溏心蛋,0
不应该调解。应当惩处这几个男青年，包括那名受伤的。,今天 18:50 来自网页    ,0,心平气和一白丁,0
口贱,今天 18:50 来自网页    ,3,谨慧,0
这踏马不是活该嘛,今天 18:50 来自网页    ,0,十优超人叁叁,0
熟识这俩字多恶意。是否认识都不是欺辱的理由,今天 18:50 来自网页    ,20,璐宝儿的乱堆坛,0
熟识？调笑？这他么的是性骚扰！性骚扰这么多理由的？,今天 18:50 来自网页    ,0,十异艺,0
女的赔医药费，男的性骚扰关进去才对吧？请教一下，在我国这种公开场合的性骚扰应该算什么罪名？,今天 18:49 来自网页    ,65,只问灵台方寸心,0
活该，不要脸,今天 18:49 来自网页    ,0,优姬与梦,0
我一个男的都觉得 这男的真贱。,今天 18:49 来自网页    ,0,老蜀黍oO,0
光天化日之下，调戏良家妇女。执法机构认为属于民事纠纷，不构成犯罪，可以调解,今天 18:49 来自网页    ,24,白瓷米,0
嘴真欠！用钢丝封起来比较合适,今天 18:48 来自网页    ,0,韓彥飛1988,0
这个报道真low，熟识就不是性骚扰吗？？,今天 18:48 来自网页    ,0,ww38do,0
这男的真贱,今天 18:48 来自网页    ,3,马木路克788,0
 抵死,今天 18:48 来自网页    ,0,紫天星辰阁,0
调解结果如何？我猜是女方赔钱，男方有背景！,今天 18:48 来自网页    ,0,格格物1999,0
活该,今天 18:48 来自网页    ,0,一个有点帅的男人,0
会飞的剪刀✂️骚不骚？被性骚扰反击就不能抓贱男了吗？,今天 18:47 来自网页    ,0,青砖猫印,0
太逗了，还好意思报警，不知道脸这个字怎么写吗,今天 18:47 来自网页    ,0,明月燕归人,0
性骚扰不拘留,今天 18:47 来自网页    ,0,鹊华哥哥,0
活该,今天 18:47 来自网页    ,0,京dong维权,0
扔得好,今天 18:47 来自网页    ,0,王大胆阿呆,0
真特么活该,今天 18:47 来自网页    ,0,毛毛虫猫虫毛毛,0
找死，拘留男方15天，罚款3000元，女方警告处分！,今天 18:46 来自网页    ,0,格格物1999,0
说话的声音就那么贱,今天 18:46 来自网页    ,1,穷忙赵钱孙,0
不骚了啊,今天 18:46 来自网页    ,0,纵使四度迎来炸号,0
小编，说吧，这男的给了你多少钱，这样为他说好话,今天 18:46 来自网页    ,0,我卟会嫁別催我婚,0
辣鸡东西,今天 18:46 来自网页    ,0,要变得更加优秀的兰懒懒,0
我也想说男的活该,今天 18:46 来自网页    ,0,期期期待待,0
抵死,今天 18:46 来自网页    ,0,WoW_Ten,0
给这个烂蛆打什么马赛克啊,今天 18:46 来自网页    ,135,我酱爆心中的一团火,1
直接剪掉,今天 18:46 来自网页    ,0,Johnny崇旭,0
活该,今天 18:45 来自网页    ,30,晴川姐姐,0
总是把看不见的精神伤害说得无关痛痒,今天 18:45 来自网页    ,1,形而上学的潜伏者,0
应该扎他那张臭嘴！,今天 18:45 来自网页    ,0,子绾,0
如果是我可能会拿块砖拍三个,今天 18:45 来自网页    ,0,一杯奶茶不加奶谢谢,0
男的手里拿的是什么啊,今天 18:45 来自网页    ,0,我真的太爱喝奶茶了-,0
憨批  揍他,今天 18:45 来自网页    ,0,张弗森002,0
活该！,今天 18:45 来自网页    ,6,木子凸凸凸凸,0
性骚扰，不一定是动作，语言表达，也是性骚扰。活该,今天 18:45 来自网页    ,0,冬天会下雪的l,0
旁边两位吓傻了,今天 18:45 来自网页    ,0,心房的彩虹色,0
这女店员脾气太好！不过幸好有监控有录音！,今天 18:45 来自网页    ,77,蜡笔小小刘,0
如果让这位姐姐再丢一次剪刀，不知道还能不能插进脑袋？,今天 18:45 来自网页    ,6,六-玄,0
这仨男的都很猥琐,今天 18:45 来自网页    ,0,考拉美吗,0
引起舒适,今天 18:45 来自网页    ,0,_ACE_H,0
调解个屁，女店员正当防卫，受害者负全责！,今天 18:44 来自网页    ,1,商业是最大的慈善,0
狐朋狗友,今天 18:44 来自网页    ,0,微风私语,0
什么人教什么样的朋友啊 你看他被扔到了 朋友一副看瓜的姿势,今天 18:44 来自网页    ,0,郭大胖是个机灵鬼儿,0
哦，要是我在此就弄死,今天 18:44 来自网页    ,0,忘掉你不可能08376,0
什么玩意,今天 18:44 来自网页    ,0,秋天19玖4,0
无语了，男的有病,今天 18:44 来自网页    ,0,我这个莫名其妙的人,0
一刀飞过去，男子头上冒出骚骚的味道。,今天 18:44 来自网页    ,1,正宗啥都没了,0
恶臭,今天 18:44 来自网页    ,0,#NAME?,0
老实了吧,今天 18:44 来自网页    ,0,大V猪哥亮,0
该，还要告他性骚扰,今天 18:44 来自网页    ,3,Adrian-Jiang,0
如果对方不觉得好笑，那就不是玩笑了。说话要经大脑。🙃,今天 18:44 来自网页    ,4,Shan珊-M,0
活该,今天 18:43 来自网页    ,0,五箱肥牛,0
活该！,今天 18:43 来自网页    ,38,桥本rU奈,0
怎么调解的？赔点医药费？,今天 18:43 来自网页    ,2,冈瓦纳,0
性骚扰，活该,今天 18:43 来自网页    ,117,夏至和,0
干得漂亮,今天 18:42 来自网页    ,17,帅气的金毛大大,0
干的漂亮,今天 18:42 来自网页    ,0,小鹰出深山,0
找死？,今天 18:42 来自网页    ,0,三棵五棵八棵树,0
活该，可惜没死,今天 18:42 来自网页    ,27,my-9898,0
怎么没把这男的眼睛给戳瞎,今天 18:42 来自网页    ,0,伯驹的桥,0
请各位男性了解，开侮辱女孩子的玩笑是最不好笑的事情,今天 18:42 来自网页    ,215,灯灯等灯灯凳等灯,0
欠揍,今天 18:42 来自网页    ,0,贝尔纳代司机,0
活该！看到最后心里好爽,今天 18:42 来自网页    ,0,你的邱婷,0
真的活该！！！,今天 18:42 来自网页    ,0,WithoutYouIAmColor-Blind林翊杉,0
这特么性骚扰，什么调笑,今天 18:42 来自网页    ,571,Icelandkid,0
欠打，活几把该,今天 18:42 来自网页    ,171,·甜·辛·吃·糖·,0
什么玩意儿啊，这是。,今天 18:42 来自网页    ,0,风中之承诺,0
不是调笑调戏吧,今天 18:42 来自网页    ,0,困愁城的猫,0
为啥总有男生觉得对女生讲黄段子是开玩笑呢，有的女生不这么觉得啊,今天 18:42 来自网页    ,0,indequate,0
一看就是没对象的饥渴屌丝,今天 18:42 来自网页    ,0,我真的真的很帅呀,0
这几个男的是真的不要脸,今天 18:42 来自网页    ,557,敷尔佳吖-,0
给村痞一个教训，蛮好的。,今天 18:42 来自网页    ,56,瞎七搭八杂七杂八,0
我想把它🐔剁了,今天 18:41 来自网页    ,94,无语行为阅览,0
调戏妇女.为什么不拘留这也能调解？,今天 18:41 来自网页    ,292,淸晨_love,0
该，不尊重别人的下场！,今天 18:41 来自网页    ,17,电影正太,0
这不就是性骚扰吗,今天 18:41 来自网页    ,0,一枝欢喜,0
没死吗可惜了。。。,今天 18:41 来自网页    ,2,曾经得小样,0
玩笑过头了,今天 18:41 来自网页    ,0,大V猪哥亮,0
该,今天 18:41 来自网页    ,0,反正我不会哭,0
小店飞刀又见飞刀,今天 18:41 来自网页    ,15,智慧圆明,0
干得漂亮,今天 18:40 来自网页    ,198,东之源今天倒闭了吗,0
活该！,今天 18:40 来自网页    ,854,我在天涯啊,0
